CLIENT_NUM,EN_CLIENT_NM_AN,FR_CLIENT_NM
235381,The Canadian Wheat Board,null
235382,Chilliwack & District Real Estate Board,null
235401,The University of Lethbridge,null
235422,Sport Matters,null
235442,PepsiCo Canada ULC,null
235501,Canadian Chemical Producers' Association,Fabriquants de produits chimiques du Canada
235521,Prophagia inc.,Prophagia inc.
235561,ABC Canada Literacy Foundation,null
235562,Orchestras Canada,Orchestres Canada
235581,Aeras Global TB Vaccine Foundation,null
235601,TELUS Corporation,null
235602,McCain Foods Limited,null
235604,PepsiCo Canada ULC,null
235605,Embassy of the Republic of Turkey,null
235607,Montreal Port Authority,Administration portuaire de Montreal
235621,Canadian Agri-food Trade Alliance,Alliance Canadienne du commerce agro-alimentaire
235641,Paramedic Chiefs of Canada,Chefs de services paramedicaux du Canada
235661,Emirates Airline,null
235662,Nelson Education Ltd.,null
235663,Baycrest,null
235664,Vanadium Producers and Reclaimers Association,null
235681,null,Aluminium Austria Metall Québec Inc.
235701,Weatherhaven,null
235741,Nelson Education Ltd.,null
235761,Firm Capital Mortgage Investment Trust,null
235781,Brainhunter Inc.,null
235801,University of Winnipeg,null
235821,Teedrum Inc.,null
235841,Teck Cominco,null
235862,null,Convivia Inc.
235864,Westside Regional Recreation Centre Society,null
235921,Canadian Gaming Association,null
235922,Citi Cards Canada Inc.,null
235923,Canadian Gaming Association,null
235941,UNIVERSITY OF ALBERTA (CAMPUS ST. JEAN),null
235942,The Belinda Stronach Foundation,La Fondation Belinda Stronach
235961,DTV Transition Working Group,null
235962,Canadian Red Cross,null
235981,Niagara College,null
236002,Heritage Textiles,null
236022,Sharon Mushroom Farm,null
236041,Piikani Nation,null
236042,Anishinaabeg of Naongashiing (Big Island First Nation),null
236081,Ekoscience Technology Transformation Inc.,Transformation Ékoscience Technologie Inc.
236101,Motor Coach Industries,null
236102,Motor Coach Industries,null
236144,canadian pacific,Canadien Pacifique
236161,null,Centre national du transport avancé
236181,Canadian Fertilizer Institute,null
236222,Goldcorp Inc.,null
236223,McMaster Institute for Surgical Invention Innovation and Education,null
236224,Bridge Renewable Technologies Inc.,null
236261,Labatt Breweries of Canada,null
236301,Johnson & Johnson Inc.,null
236302,Baffinland Iron Mines Corporation,null
236321,Ontario Electrical League,null
236341,Inverness South Fishermen's Association,null
236361,Canadian Medical Association,Association médicale canadienne
236381,Teck Coal Limited,null
236401,Air Canada,null
236421,Teck Coal Limited,null
236441,Teck Coal Limited,null
236442,McMaster University,null
236461,Canadian Airports Council,Conseil des aeroports du Canada
236462,Canadian Airports Council,null
236501,University of Waterloo,null
236502,University of Waterloo,null
236503,McMaster University,null
236521,Natural Energy Systems Inc.,null
236541,Northern Coal Coalition,null
236542,Canadian Society of Immigration Consultants,La Société canadienne de consultants en immigration
236561,Canadian Society of Immigration Consultants,La Société canadienne de consultants en immigration
236562,Canadian Society of Immigration Consultants,La Société canadienne de consultants en immigration
236621,SemCAMS Redwillow ULC,null
236641,University of Winnipeg,null
236681,Hotel Association of Canada,null
236741,Motor Coach Industries,null
236761,CA Technologies,Technologies CA
236801,Citi Cards Canada Inc.,null
236802,Ontario Korean Businessmen's Association,null
236821,Ontario Korean Businessmen's Association,null
236841,AMEC Inc.,null
236842,Canadian Pork Council,conseil canadien du porc
236843,Agnico-Eagle Mines Limited,null
236844,AMEC Inc.,null
236861,Airline Division - Canadian Union of Public Employees,null
236881,Western Marine Community Coalition,null
236901,Northern Coal Coalition,null
236902,Northern Coal Coalition,null
236921,Helicopter Association of Canada,L'Association canadienne de l'hélicoptère
236941,null,Groupe CTMA
236942,Ontario Korean Businessmen's Association,null
236943,null,Les Éleveurs de porcs du Québec
236945,SemCAMS Redwillow ULC,null
236961,ASTRAL MEDIA INC.,ASTRAL MEDIA INC.
236981,Tier 1 SOF Inc.,null
236983,Huntington Society of Canada,null
237001,Aeroguard Group,null
237021,Citi Cards Canada Inc.,Cartes Citi Canada Inc.
237022,null,Composte GL
237081,MITACS,null
237101,CANADIAN TOY ASSOCIATION,L'ASSOCIATION CANADIENNE DU JOUET
237161,The HallStar Company,null
237162,Japan Automobile Manufacturers Association of Canada (JAMA Canada),null
237182,null,Proscan Rx Pharma Inc.
237183,Johnson & Johnson Inc.,null
237201,Vidabode Group Inc.,null
237221,Niagara College,null
237241,Canadian Institute of Chartered Accountants (CICA),L'Institut Canadien des Comptables Agréés
237262,National Smokeless Tobacco Co,null
237263,World Wildlife Fund Canada,null
237281,Festival Management Committee (Caribana),null
237301,Retail Council of Canada,Conseil canadien du commerce de détail
237322,CANADIAN TOY ASSOCIATION,L'ASSOCIATION CANADIENNE DU JOUET
237341,Keewaytinook Okimakanak,null
237342,D - Wave Systems Inc,null
237381,DEW Engineering and Development ULC,null
237402,DEW Engineering and Development ULC,null
237403,null,Urecon Ltée
237404,null,Montpak International Inc.
237421,Northern Coal Coalition,null
237442,INI Power Systems Inc.,null
237501,Grain Growers of Canada,null
237503,International Centre for Infectious Diseases (ICID),null
237521,Helical Pier Systems Ltd.,null
237522,Rugged Tanks and Fabricating,null
237541,Interac Association,Association Interac
237561,World Society for the Protection of Animals,null
237581,Canadian Pork Council,Le Conseil canadien du porc
237601,Kellogg Canada Inc.,null
237622,Embassy of the Republic of Turkey,null
237641,Insurance Brokers Association of Canada,Association des courtiers d’assurance du Canada
237642,Canadian Health Food Association,Association canadienne des aliments de santé
237661,Canadian Federation of Agriculture,Fédération canadienne de l'agriculture
237681,Propane Gas Association of Canada,Association canadienne du gaz propane
237701,Propane Gas Association of Canada,Association canadienne du gaz propane
237702,Wilfrid Laurier University Students' Union,null
237703,Retail Council of Canada,Conseil canadien du commerce de détail
237704,Propane Gas Association of Canada,Association canadienne du gaz propane
237721,Propane Gas Association of Canada,Association canadienne du gaz propane
237761,TRIUMF,null
237801,Canadian Youth Business Foundation,Fondation Canadienne des Jeunes Entrepreneurs
237802,Canadian Federation of Agriculture,Fédération canadienne de l'agriculture
237821,Canadian Federation of Agriculture,Fédération canadienne de l'agriculture
237841,Ontario Korean Businessmen's Association,null
237842,Cambrian College of Applied Arts and Technology,null
237882,Total E&P Canada Ltd.,null
237921,Canada Green Building Council,Conseil du bâtiment durable du Canada.
237941,Equal Voice,A voix egales
237961,Canadian National Railway (CN),null
237962,Amex Bank of Canada,null
237981,The Ontario Greenhouse Vegetable Growers,null
237982,Canadian Boreal Initiative,null
238001,Canadian Wildlife Federation,null
238041,null,La Cache à Maxime
238042,Hamilton International Airport,null
238061,Amex Bank of Canada,null
238063,null,Studio figurines Bastion
238081,null,Corporation de développement du Mont Grand Fonds Inc.
238084,null,Dentachrome Vicoria Inc.
238121,St. Joseph Health Centre (SJHC),Centre de santé de St-Joseph
238122,TransUnion of Canada Inc.,null
238123,INI Power Systems Inc.,null
238124,INI Power Systems Inc.,null
238141,Cambrian College of Applied Arts & Technology,null
238181,Canadian Federation of Agriculture,Fédération canadienne de l'agriculture
238182,Cardus,null
238201,Propane Gas Association of Canada,Association canadienne du gaz propane
238241,Concordia University,Université Concordia
238321,Riverbank Power,null
238322,CO2 Solutions,null
238323,Riverbank Power,null
238324,Riverbank Power,null
238341,Vancouver Airport Fuel Facilities Corporation,null
238361,Canadian Alliance of Student Associations,l’Alliance canadienne des associations étudiantes
238362,Canadian Alliance of Student Associations,L'Alliance canadienne des associations étudiantes
238363,GMA Cover Corp.,null
238381,Egg Farmers of Canada,les Producteurs d’oeufs du Canada
238421,Canadian Chamber of Commerce,Chambre de Commerce du Canada
238423,LOCKHEED MARTIN CANADA,null
238442,Consumer Electronics Association,null
238461,Loyalty One Inc.,null
238481,Securcor Securitization Group,null
238541,CO2 Solutions,null
238561,CO2 Solutions,null
238601,Quality Urban Energy Systems of Tomorrow,Quality Urban Energy Systems of Tomorrow
238621,Public Service Alliance of Canada - BC,l'Alliance de la Fonction publique du Canada -Colombie-Britannique (C.-B.)
238641,Quality Urban Energy Systems of Tomorrow,null
238661,Keewaytinook Okimakanak,null
238663,Saint Mary's University Students' Association,null
238681,Westside Recreation Centre,null
238721,GMA Cover Corp.,null
238741,International Petroleum Investment Company,null
238761,GMA Cover Corp.,null
238764,Queen's Alma Mater Society,null
238781,Amex Bank of Canada,Banque Amex du Canada
238801,Calgary Regional Partnership,null
238802,Calgary Regional Partnership,null
238803,Ivanhoe Mines Ltd,null
238842,Shoppers Drug Mart,null
238861,Rae and Company,null
238862,Walton International Group Inc.,null
238881,Teachers Insurance and Annuity Association,null
238882,Walton International Group Inc.,null
238901,Irving Oil,null
238941,ArchiData Inc.,null
238961,GMA Cover Corp.,null
238982,Ivanhoe Mines Ltd.,null
239001,Retail Council of Canada,Conseil Canadien du Commerce de détail
239021,Plasco Energy Group,null
239041,GMA Cover Corp.,null
239061,GMA Cover Corp.,null
239081,Canadian Society of Immigration Consultants,La Societe Canadienne de consultants en Immigration
239121,L.M. Sauvé - 4373413 Canada Inc.,null
239161,Rae and Company,null
239201,The Michener Institute,null
239221,L.M. Sauvé - 4373413 Canada Inc,null
239241,ASSOCIATION OF CANADIAN ADVERTISERS,ASSOCIATION CANADIENNE DES ANNONCEURS
239281,City of Welland,null
239282,Halifax-Dartmouth Bridge Commission,null
239301,Lester B. Pearson College of the Pacific,null
239321,Retail Council of Canada,Conseil Canadien du Commerce de détail
239322,Retail Council of Canada,Conseil Canadien du Commerce de détail
239323,Retail Council of Canada,Conseil Canadien du Commerce de détail
239324,Retail Council of Canada,Conseil Canadien du Commerce de détail
239341,Mohawk College of Applied Arts and Technology,null
239381,Amex Canada Inc.,null
239401,null,Conseil québécois des entreprises adaptées
239421,Visa Canada Corporation,null
239441,Williams Telecommunications,null
239461,Seventh-day Adventist Church of Canada,null
239463,Trilogy Housing Solutions,null
239464,Paradigm Quest,null
239481,Canadian Registry of Marriage and Family Therapy,null
239501,Stantec Inc.,Stantec Inc.
239521,Redeemer University College,null
239561,Oracle Corporation,null
239581,European Aeronautic Defence and Space Company Canada,null
239601,Ultra Electronics TCS Inc.,null
239621,Greater Victoria Harbour Authority,null
239641,Greater Victoria Harbour Authority,null
239681,Vancouver Airport Fuel Facilities Corporation,null
239682,Young Women's Christian Association of Greater Toronto,null
239701,GOVERNMENT OF NUNAVUT,null
239721,Xstrata Nickel,null
239722,Rae & Company,Rae & Company
239741,AIG United Guaranty Mortgage Insurance Company Canada,null
239742,THE LUNG ASSOCIATION,L’Association pulmonaire
239761,Real Estate Board of Greater Vancouver,null
239781,Animal Nutrition Association of Canada (ANAC)  Association de nutrition animale du Canada,Animal Nutrition Association of Canada (ANAC)  Association de nutrition animale du Canada
239801,GOVERNMENT OF NUNAVUT,null
239821,JUVENILE DIABETES RESEARCH FOUNDATION (JDRF),La Fondation de la recherche sur le diabète juvénile (FRDJ)
239841,Rae and Company,null
239861,University of Ontario Institute of Technology,null
239881,TRIUMF,null
239901,Globalive Wireless Management Corp.,null
239921,Canadian Film Centre,null
239941,Egg Farmers of Canada,les Producteurs d’oeufs du Canada
239961,Royal Conservatory of Music,null
239981,null,La Cité collégiale
240001,Magna International Inc.,null
240002,Egg Farmers of Canada,les Producteurs d’oeufs du Canada
240041,Greater Victoria Harbour Authority,null
240061,Ultima Foods Inc.,Aliments Ultima inc.
240081,Alberta Beef Producers,null
240101,Melford International Terminal Inc,null
240181,Retail Council of Canada,Conseil Canadien du Commerce de détail
240182,Canadian Organization for Rare Disorders,null
240201,AMEC Inc.,null
240221,La Coop Federee,null
240222,Richard Ivey School of Business,null
240241,null,Enerkem Inc.
240281,First Nations Technical Institute,null
240282,CO2 Solutions,null
240283,null,Conseil de bande de Uashat Mak Mani-Utenam
